First_Name,Last_Name,Birthdate,Gender,Driver_License,Addresses
Irina,Novikov,2018-01-02,Female,True,"[['Chelyabinsk', 'Moskovskaya', 69, 33], ['Chelyabinsk', 'Pobedy', 44, 446]]"
Artem,Vasiliev,1963-10-10,Male,False,"[['Chelyabinsk', 'Zhukova', 162, 43], ['Moskva', 'Pushkina', 149, 192]]"
Elena,Novikov,1965-12-08,Female,False,"[['Chelyabinsk', 'Lenina', 39, 104], ['Nizhniy Novgorod', 'Zhukova', 89, 373]]"
Irina,Novikov,2017-01-17,Female,False,"[['Sankt-Peterburg', 'Kirova', 135, 254], ['Kazan', 'Pobedy', 89, 283], ['Sankt-Peterburg', 'Lenina', 149, 138]]"
Natalia,Fedorov,2009-11-11,Male,True,"[['Samara', 'Pushkina', 119, 39]]"
Ekaterina,Petrov,2007-09-08,Female,True,"[['Novosibirsk', 'Lenina', 108, 316], ['Chelyabinsk', 'Sovetskaya', 175, 72]]"
Maxim,Popov,2018-08-31,Male,True,"[['Ekaterinburg', 'Mira', 163, 48]]"
Sofia,Smirnov,2011-12-09,Male,True,"[['Chelyabinsk', 'Lenina', 29, 17]]"
Anna,Kuznetsov,2024-03-16,Male,True,"[['Moskva', 'Lenina', 109, 452], ['Moskva', 'Moskovskaya', 123, 444], ['Rostov-na-Donu', 'Pobedy', 25, 135]]"
Maxim,Kuznetsov,1974-07-11,Male,False,"[['Kazan', 'Lenina', 70, 115]]"
Mikhail,Popov,1977-12-31,Female,True,"[['Rostov-na-Donu', 'Mira', 78, 76], ['Nizhniy Novgorod', 'Gagarina', 117, 301], ['Kazan', 'Kirova', 179, 293]]"
Sofia,Kozlov,2014-05-27,Male,False,"[['Omsk', 'Mira', 144, 6], ['Samara', 'Gagarina', 67, 494], ['Sankt-Peterburg', 'Pushkina', 19, 326]]"
Tatiana,Fedorov,2013-01-30,Male,False,"[['Sankt-Peterburg', 'Zhukova', 112, 1], ['Ekaterinburg', 'Zhukova', 96, 134]]"
Sofia,Novikov,1952-02-18,Male,False,"[['Moskva', 'Krasnaya', 195, 451], ['Novosibirsk', 'Pobedy', 108, 27]]"
Mikhail,Sokolov,2022-10-31,Male,True,"[['Omsk', 'Kirova', 149, 175], ['Chelyabinsk', 'Pobedy', 117, 336], ['Rostov-na-Donu', 'Sovetskaya', 174, 427]]"
Natalia,Popov,1930-10-09,Male,True,"[['Omsk', 'Mira', 89, 317], ['Omsk', 'Pushkina', 149, 177]]"
Ekaterina,Fedorov,2003-05-17,Female,False,"[['Kazan', 'Pushkina', 172, 343], ['Chelyabinsk', 'Gagarina', 135, 68], ['Sankt-Peterburg', 'Pobedy', 140, 427]]"
Anna,Lebedev,1927-06-09,Male,True,"[['Novosibirsk', 'Krasnaya', 154, 283], ['Moskva', 'Krasnaya', 154, 364]]"
Maria,Kozlov,2008-05-14,Female,False,"[['Sankt-Peterburg', 'Krasnaya', 18, 271], ['Ekaterinburg', 'Moskovskaya', 108, 400]]"
Natalia,Kuznetsov,2015-09-29,Female,False,"[['Chelyabinsk', 'Moskovskaya', 163, 441], ['Moskva', 'Pobedy', 179, 477], ['Rostov-na-Donu', 'Kirova', 101, 316]]"
Tatiana,Pavlov,1987-01-23,Female,True,"[['Chelyabinsk', 'Pushkina', 168, 272], ['Ekaterinburg', 'Krasnaya', 26, 337]]"
Dmitriy,Stepanov,1968-05-21,Male,False,"[['Samara', 'Pushkina', 62, 424], ['Omsk', 'Lenina', 13, 342]]"
Nikita,Egorov,1993-02-23,Male,True,"[['Kazan', 'Lenina', 173, 48], ['Sankt-Peterburg', 'Pushkina', 200, 120], ['Moskva', 'Krasnaya', 62, 412]]"
Anna,Sokolov,2006-03-19,Male,False,"[['Rostov-na-Donu', 'Krasnaya', 34, 280], ['Ekaterinburg', 'Mira', 98, 38], ['Samara', 'Mira', 13, 31]]"
Ivan,Alekseev,2006-10-25,Female,False,"[['Moskva', 'Gagarina', 129, 241], ['Nizhniy Novgorod', 'Gagarina', 104, 93], ['Chelyabinsk', 'Gagarina', 75, 298]]"
Olga,Volkov,2023-03-02,Female,False,"[['Omsk', 'Sovetskaya', 112, 249], ['Ekaterinburg', 'Mira', 120, 500]]"
Natalia,Nikolaev,1943-04-09,Female,True,"[['Ekaterinburg', 'Pobedy', 89, 222], ['Moskva', 'Pushkina', 131, 87], ['Rostov-na-Donu', 'Krasnaya', 124, 41]]"
Dmitriy,Kuznetsov,2017-01-14,Female,True,"[['Novosibirsk', 'Sovetskaya', 77, 222], ['Kazan', 'Zhukova', 176, 379]]"
Aleksey,Sokolov,1963-07-22,Male,True,"[['Ekaterinburg', 'Zhukova', 176, 239], ['Novosibirsk', 'Zhukova', 185, 22]]"
Ivan,Vasiliev,1953-02-20,Female,True,"[['Sankt-Peterburg', 'Pushkina', 135, 477]]"
Sofia,Ivanov,1985-03-25,Male,True,"[['Moskva', 'Krasnaya', 110, 354], ['Moskva', 'Moskovskaya', 128, 184], ['Sankt-Peterburg', 'Zhukova', 65, 79]]"
Natalia,Semenov,2010-01-30,Female,False,"[['Omsk', 'Gagarina', 154, 334], ['Chelyabinsk', 'Pushkina', 56, 350]]"
Nikita,Nikolaev,2019-01-08,Male,False,"[['Omsk', 'Moskovskaya', 162, 138]]"
Artem,Petrov,2022-10-17,Male,False,"[['Ekaterinburg', 'Kirova', 160, 421]]"
Vera,Mikhailov,2019-08-20,Male,False,"[['Rostov-na-Donu', 'Kirova', 131, 395], ['Omsk', 'Moskovskaya', 135, 497]]"
Ekaterina,Kuznetsov,2019-02-19,Female,False,"[['Rostov-na-Donu', 'Krasnaya', 158, 310], ['Moskva', 'Lenina', 145, 414], ['Ekaterinburg', 'Sovetskaya', 48, 311]]"
Irina,Kozlov,2003-09-22,Male,False,"[['Novosibirsk', 'Kirova', 174, 333], ['Novosibirsk', 'Pobedy', 143, 222]]"
Vera,Ivanov,2019-10-15,Female,True,"[['Samara', 'Sovetskaya', 55, 498], ['Ekaterinburg', 'Lenina', 154, 472], ['Chelyabinsk', 'Krasnaya', 34, 377]]"
Tatiana,Stepanov,1942-12-10,Female,True,"[['Samara', 'Krasnaya', 30, 259], ['Samara', 'Gagarina', 183, 261]]"
Andrey,Lebedev,1977-02-08,Female,True,"[['Rostov-na-Donu', 'Mira', 120, 314], ['Samara', 'Pobedy', 151, 402], ['Omsk', 'Mira', 157, 205]]"
Ivan,Lebedev,1966-09-06,Female,False,"[['Rostov-na-Donu', 'Sovetskaya', 11, 301], ['Chelyabinsk', 'Sovetskaya', 37, 53], ['Samara', 'Lenina', 183, 319]]"
Anna,Fedorov,2023-05-20,Male,True,"[['Chelyabinsk', 'Pushkina', 167, 409], ['Novosibirsk', 'Kirova', 35, 409], ['Ekaterinburg', 'Pushkina', 130, 180]]"
Aleksandr,Lebedev,2021-07-21,Female,False,"[['Rostov-na-Donu', 'Pobedy', 173, 260], ['Ekaterinburg', 'Kirova', 160, 317]]"
Olga,Ivanov,2007-05-08,Female,False,"[['Nizhniy Novgorod', 'Pushkina', 161, 139]]"
Maxim,Popov,2019-07-29,Female,False,"[['Omsk', 'Krasnaya', 129, 486]]"
Mikhail,Alekseev,2006-08-03,Male,False,"[['Omsk', 'Krasnaya', 43, 27], ['Samara', 'Mira', 187, 378]]"
Tatiana,Kozlov,1997-07-28,Male,False,"[['Samara', 'Krasnaya', 182, 298], ['Nizhniy Novgorod', 'Sovetskaya', 75, 200]]"
Sergey,Smirnov,2001-03-27,Female,True,"[['Omsk', 'Pobedy', 93, 329]]"
Ekaterina,Egorov,1995-02-09,Male,True,"[['Ekaterinburg', 'Mira', 7, 337], ['Chelyabinsk', 'Kirova', 2, 268], ['Ekaterinburg', 'Sovetskaya', 63, 461]]"
Irina,Kuznetsov,2013-11-02,Female,True,"[['Nizhniy Novgorod', 'Lenina', 198, 337], ['Novosibirsk', 'Sovetskaya', 139, 256]]"
Mikhail,Volkov,2008-02-17,Male,True,"[['Omsk', 'Mira', 100, 104], ['Samara', 'Pushkina', 37, 195]]"
Irina,Petrov,2016-03-08,Female,True,"[['Kazan', 'Moskovskaya', 159, 209]]"
Sofia,Ivanov,2018-02-11,Female,False,"[['Chelyabinsk', 'Pobedy', 52, 480], ['Sankt-Peterburg', 'Kirova', 43, 150]]"
Maxim,Smirnov,1977-07-26,Female,False,"[['Moskva', 'Pushkina', 104, 226]]"
Mikhail,Kozlov,1804-03-15,Female,False,"[['Novosibirsk', 'Mira', 162, 427], ['Nizhniy Novgorod', 'Sovetskaya', 86, 32]]"
Aleksey,Smirnov,1919-08-13,Female,False,"[['Moskva', 'Krasnaya', 73, 400], ['Kazan', 'Kirova', 131, 114], ['Chelyabinsk', 'Pushkina', 115, 474]]"
Natalia,Morozov,1975-01-19,Female,True,"[['Sankt-Peterburg', 'Mira', 154, 147], ['Rostov-na-Donu', 'Mira', 173, 206]]"
Irina,Nikolaev,1984-03-17,Male,False,"[['Kazan', 'Mira', 4, 118], ['Moskva', 'Gagarina', 160, 61], ['Rostov-na-Donu', 'Krasnaya', 191, 437]]"
Natalia,Morozov,2011-02-07,Female,False,"[['Nizhniy Novgorod', 'Zhukova', 67, 90]]"
Elena,Ivanov,1844-10-31,Female,False,"[['Rostov-na-Donu', 'Lenina', 85, 121]]"
Nikita,Vasiliev,1965-05-11,Female,False,"[['Kazan', 'Mira', 190, 122], ['Rostov-na-Donu', 'Kirova', 112, 471], ['Omsk', 'Sovetskaya', 200, 342]]"
Irina,Petrov,2018-09-23,Female,True,"[['Moskva', 'Pushkina', 164, 84]]"
Artem,Petrov,1979-11-04,Male,False,"[['Novosibirsk', 'Lenina', 144, 363]]"
Maria,Vasiliev,2016-10-11,Female,True,"[['Omsk', 'Pushkina', 77, 84], ['Ekaterinburg', 'Moskovskaya', 3, 293]]"
Elena,Kozlov,1985-05-02,Female,False,"[['Nizhniy Novgorod', 'Mira', 49, 230], ['Moskva', 'Mira', 99, 291], ['Nizhniy Novgorod', 'Pushkina', 72, 204]]"
Aleksey,Fedorov,2000-07-30,Female,False,"[['Ekaterinburg', 'Zhukova', 117, 217], ['Ekaterinburg', 'Zhukova', 84, 429], ['Moskva', 'Mira', 43, 199]]"
Olga,Kozlov,2005-11-09,Male,False,"[['Rostov-na-Donu', 'Kirova', 133, 404], ['Moskva', 'Gagarina', 27, 459], ['Ekaterinburg', 'Krasnaya', 143, 24]]"
Maria,Petrov,1986-12-22,Female,False,"[['Novosibirsk', 'Pobedy', 180, 122], ['Novosibirsk', 'Kirova', 174, 453], ['Rostov-na-Donu', 'Moskovskaya', 77, 485]]"
Aleksey,Morozov,2010-08-09,Female,False,"[['Rostov-na-Donu', 'Mira', 136, 424]]"
Aleksey,Fedorov,1978-04-30,Female,False,"[['Kazan', 'Sovetskaya', 12, 179], ['Chelyabinsk', 'Gagarina', 34, 455]]"
Natalia,Ivanov,1995-08-08,Male,True,"[['Ekaterinburg', 'Lenina', 99, 220], ['Rostov-na-Donu', 'Mira', 122, 440], ['Moskva', 'Pushkina', 82, 411]]"
Maria,Fedorov,2022-04-18,Female,False,"[['Moskva', 'Lenina', 39, 270]]"
Dmitriy,Mikhailov,1928-04-28,Female,True,"[['Novosibirsk', 'Zhukova', 110, 259], ['Ekaterinburg', 'Pobedy', 187, 457]]"
Andrey,Popov,2008-10-18,Female,False,"[['Samara', 'Moskovskaya', 21, 488]]"
Maria,Pavlov,2016-02-07,Female,True,"[['Rostov-na-Donu', 'Kirova', 89, 399]]"
Maria,Kuznetsov,2011-11-27,Male,True,"[['Rostov-na-Donu', 'Lenina', 88, 292]]"
Vera,Novikov,2020-06-12,Male,True,"[['Ekaterinburg', 'Zhukova', 91, 481], ['Ekaterinburg', 'Lenina', 15, 109]]"
Natalia,Semenov,2017-09-17,Female,False,"[['Moskva', 'Mira', 144, 377]]"
Elena,Pavlov,1971-11-22,Female,True,"[['Novosibirsk', 'Sovetskaya', 132, 326]]"
Artem,Petrov,1946-10-01,Female,True,"[['Kazan', 'Mira', 140, 230], ['Novosibirsk', 'Mira', 58, 278]]"
Aleksandr,Kuznetsov,2013-03-30,Female,False,"[['Ekaterinburg', 'Kirova', 36, 220]]"
Maria,Kuznetsov,2023-11-03,Male,True,"[['Chelyabinsk', 'Zhukova', 136, 468], ['Rostov-na-Donu', 'Moskovskaya', 120, 440]]"
Natalia,Pavlov,2023-05-26,Female,True,"[['Ekaterinburg', 'Moskovskaya', 49, 394], ['Samara', 'Pushkina', 69, 415], ['Ekaterinburg', 'Gagarina', 54, 351]]"
Artem,Pavlov,2011-12-22,Male,True,"[['Omsk', 'Lenina', 105, 185], ['Moskva', 'Pushkina', 39, 289], ['Rostov-na-Donu', 'Krasnaya', 90, 236]]"
Maxim,Kozlov,1994-01-01,Male,True,"[['Ekaterinburg', 'Sovetskaya', 8, 41]]"
Natalia,Nikolaev,1971-04-19,Female,True,"[['Ekaterinburg', 'Pushkina', 167, 89]]"
Nikita,Petrov,2008-10-14,Female,False,"[['Nizhniy Novgorod', 'Moskovskaya', 98, 196], ['Chelyabinsk', 'Sovetskaya', 103, 21]]"
Ivan,Sokolov,1977-03-11,Male,True,"[['Kazan', 'Lenina', 102, 152], ['Ekaterinburg', 'Lenina', 5, 446], ['Chelyabinsk', 'Lenina', 92, 229]]"
Ivan,Stepanov,2013-11-28,Male,False,"[['Samara', 'Pobedy', 104, 394], ['Moskva', 'Krasnaya', 172, 400], ['Rostov-na-Donu', 'Gagarina', 126, 11]]"
Aleksey,Vasiliev,2015-11-25,Female,False,"[['Kazan', 'Lenina', 193, 37], ['Sankt-Peterburg', 'Lenina', 78, 437]]"
Sergey,Petrov,2019-12-14,Female,True,"[['Omsk', 'Pobedy', 190, 456]]"
Mikhail,Vasiliev,1945-01-07,Female,False,"[['Nizhniy Novgorod', 'Mira', 52, 189], ['Omsk', 'Pushkina', 145, 10], ['Moskva', 'Zhukova', 77, 164]]"
Ekaterina,Alekseev,2017-11-20,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 200, 285]]"
Maria,Sokolov,2009-12-21,Female,False,"[['Omsk', 'Mira', 148, 224]]"
Maxim,Nikolaev,1975-07-07,Female,True,"[['Novosibirsk', 'Zhukova', 56, 457], ['Novosibirsk', 'Pushkina', 95, 35]]"
Elena,Popov,2013-03-10,Female,False,"[['Omsk', 'Sovetskaya', 121, 84], ['Chelyabinsk', 'Kirova', 129, 374], ['Rostov-na-Donu', 'Mira', 160, 415]]"
Vera,Smirnov,2020-06-17,Female,True,"[['Kazan', 'Lenina', 102, 258], ['Chelyabinsk', 'Gagarina', 148, 252], ['Novosibirsk', 'Pobedy', 42, 213]]"
Aleksandr,Semenov,2021-10-13,Male,True,"[['Samara', 'Gagarina', 28, 446], ['Moskva', 'Pushkina', 142, 495], ['Chelyabinsk', 'Sovetskaya', 64, 181]]"
Vera,Smirnov,1994-02-28,Female,False,"[['Kazan', 'Zhukova', 46, 193]]"
Maxim,Volkov,1957-08-17,Male,False,"[['Ekaterinburg', 'Gagarina', 130, 343], ['Ekaterinburg', 'Lenina', 131, 276], ['Ekaterinburg', 'Krasnaya', 5, 174]]"
Maria,Kuznetsov,2010-06-26,Male,True,"[['Kazan', 'Kirova', 185, 233], ['Samara', 'Gagarina', 129, 85], ['Rostov-na-Donu', 'Pobedy', 128, 93]]"
Nikita,Popov,2019-04-08,Male,True,"[['Sankt-Peterburg', 'Sovetskaya', 13, 295], ['Omsk', 'Sovetskaya', 173, 381]]"
Tatiana,Volkov,2022-11-17,Male,True,"[['Samara', 'Gagarina', 176, 352], ['Sankt-Peterburg', 'Pobedy', 181, 97], ['Chelyabinsk', 'Pushkina', 4, 447]]"
Mikhail,Smirnov,2017-03-01,Female,True,"[['Omsk', 'Zhukova', 71, 78], ['Novosibirsk', 'Sovetskaya', 200, 485]]"
Nikita,Kuznetsov,1972-04-29,Female,False,"[['Nizhniy Novgorod', 'Lenina', 87, 19], ['Chelyabinsk', 'Pushkina', 182, 271]]"
Elena,Smirnov,2020-12-31,Female,False,"[['Samara', 'Gagarina', 35, 311], ['Chelyabinsk', 'Zhukova', 76, 409]]"
Mikhail,Sokolov,1926-09-16,Male,False,"[['Rostov-na-Donu', 'Pushkina', 49, 337]]"
Natalia,Egorov,2021-08-21,Male,False,"[['Sankt-Peterburg', 'Kirova', 160, 345], ['Rostov-na-Donu', 'Kirova', 52, 245]]"
Aleksandr,Mikhailov,2022-05-05,Female,True,"[['Ekaterinburg', 'Gagarina', 16, 47], ['Chelyabinsk', 'Pobedy', 173, 355], ['Chelyabinsk', 'Moskovskaya', 112, 442]]"
Aleksey,Alekseev,2012-12-08,Female,False,"[['Chelyabinsk', 'Krasnaya', 172, 289], ['Kazan', 'Gagarina', 16, 399], ['Ekaterinburg', 'Krasnaya', 149, 251]]"
Sofia,Ivanov,2020-03-08,Female,False,"[['Moskva', 'Krasnaya', 71, 441], ['Omsk', 'Krasnaya', 178, 242], ['Sankt-Peterburg', 'Mira', 185, 337]]"
Maxim,Alekseev,1922-04-25,Female,True,"[['Kazan', 'Moskovskaya', 96, 261], ['Omsk', 'Sovetskaya', 37, 463]]"
Mikhail,Kuznetsov,1894-05-09,Female,False,"[['Sankt-Peterburg', 'Lenina', 19, 209]]"
Aleksey,Alekseev,2023-05-20,Female,True,"[['Novosibirsk', 'Pobedy', 164, 225], ['Moskva', 'Kirova', 71, 90], ['Omsk', 'Pobedy', 12, 119]]"
Irina,Vasiliev,1964-09-03,Female,False,"[['Rostov-na-Donu', 'Krasnaya', 162, 189]]"
Mikhail,Fedorov,2009-09-08,Female,False,"[['Nizhniy Novgorod', 'Kirova', 195, 386], ['Novosibirsk', 'Mira', 119, 406]]"
Dmitriy,Kozlov,1972-05-03,Male,True,"[['Samara', 'Gagarina', 132, 89]]"
Sergey,Stepanov,2005-02-19,Female,False,"[['Ekaterinburg', 'Gagarina', 67, 240]]"
Olga,Alekseev,1993-12-11,Male,False,"[['Nizhniy Novgorod', 'Pushkina', 159, 27]]"
Anna,Nikolaev,2010-11-25,Male,False,"[['Samara', 'Lenina', 2, 478], ['Samara', 'Zhukova', 172, 443]]"
Natalia,Ivanov,2005-05-01,Female,True,"[['Sankt-Peterburg', 'Pushkina', 127, 311]]"
Vera,Smirnov,2004-09-29,Female,True,"[['Sankt-Peterburg', 'Krasnaya', 72, 62], ['Kazan', 'Pobedy', 87, 452], ['Rostov-na-Donu', 'Mira', 85, 323]]"
Nikita,Lebedev,1967-12-24,Female,False,"[['Ekaterinburg', 'Sovetskaya', 8, 362], ['Nizhniy Novgorod', 'Gagarina', 190, 47]]"
Ivan,Pavlov,1977-04-22,Male,True,"[['Ekaterinburg', 'Krasnaya', 62, 454]]"
Sofia,Egorov,1967-10-07,Male,True,"[['Sankt-Peterburg', 'Sovetskaya', 21, 8], ['Kazan', 'Pushkina', 105, 493]]"
Nikita,Mikhailov,2011-01-29,Male,False,"[['Nizhniy Novgorod', 'Lenina', 198, 64], ['Sankt-Peterburg', 'Kirova', 151, 366]]"
Vera,Stepanov,1977-07-05,Male,True,"[['Nizhniy Novgorod', 'Mira', 34, 229]]"
Artem,Kozlov,2006-09-04,Female,True,"[['Ekaterinburg', 'Gagarina', 44, 184], ['Nizhniy Novgorod', 'Kirova', 122, 276], ['Samara', 'Zhukova', 67, 318]]"
Tatiana,Smirnov,1976-06-18,Female,True,"[['Chelyabinsk', 'Gagarina', 171, 240], ['Chelyabinsk', 'Pushkina', 98, 219], ['Rostov-na-Donu', 'Gagarina', 38, 321]]"
Andrey,Nikolaev,2017-09-21,Male,False,"[['Nizhniy Novgorod', 'Pushkina', 91, 161], ['Sankt-Peterburg', 'Pushkina', 72, 251], ['Kazan', 'Zhukova', 129, 79]]"
Nikita,Novikov,2001-07-01,Female,True,"[['Kazan', 'Mira', 15, 177], ['Omsk', 'Gagarina', 81, 191], ['Kazan', 'Mira', 189, 385]]"
Maria,Mikhailov,1910-02-03,Female,False,"[['Ekaterinburg', 'Krasnaya', 21, 28], ['Nizhniy Novgorod', 'Mira', 158, 266]]"
Maria,Nikolaev,2022-01-13,Male,False,"[['Kazan', 'Pobedy', 43, 83], ['Samara', 'Pushkina', 55, 282]]"
Irina,Mikhailov,1938-09-07,Male,False,"[['Rostov-na-Donu', 'Mira', 141, 264], ['Samara', 'Sovetskaya', 183, 401]]"
Maxim,Ivanov,1990-03-25,Female,True,"[['Omsk', 'Pushkina', 26, 206]]"
Andrey,Morozov,1956-01-07,Female,True,"[['Novosibirsk', 'Krasnaya', 145, 240]]"
Anna,Alekseev,1993-07-01,Male,False,"[['Sankt-Peterburg', 'Pobedy', 121, 3], ['Chelyabinsk', 'Zhukova', 8, 454], ['Nizhniy Novgorod', 'Kirova', 26, 238]]"
Natalia,Alekseev,2004-04-21,Male,True,"[['Novosibirsk', 'Pushkina', 102, 109], ['Nizhniy Novgorod', 'Lenina', 199, 135]]"
Dmitriy,Fedorov,2009-06-21,Female,False,"[['Omsk', 'Pushkina', 68, 174], ['Kazan', 'Krasnaya', 118, 224]]"
Nikita,Sokolov,1892-05-24,Male,True,"[['Rostov-na-Donu', 'Kirova', 25, 43]]"
Maxim,Volkov,2013-04-27,Female,False,"[['Moskva', 'Sovetskaya', 7, 492]]"
Olga,Pavlov,2017-06-07,Male,False,"[['Nizhniy Novgorod', 'Moskovskaya', 194, 195], ['Chelyabinsk', 'Zhukova', 43, 53], ['Sankt-Peterburg', 'Lenina', 79, 218]]"
Tatiana,Petrov,2021-02-25,Female,False,"[['Novosibirsk', 'Zhukova', 75, 330], ['Nizhniy Novgorod', 'Moskovskaya', 158, 473], ['Nizhniy Novgorod', 'Kirova', 173, 93]]"
Sergey,Smirnov,2006-09-21,Male,False,"[['Kazan', 'Zhukova', 191, 129], ['Rostov-na-Donu', 'Gagarina', 78, 303]]"
Ekaterina,Stepanov,2020-06-03,Male,False,"[['Chelyabinsk', 'Moskovskaya', 141, 46], ['Chelyabinsk', 'Pobedy', 154, 91], ['Moskva', 'Mira', 57, 44]]"
Maxim,Alekseev,2008-06-13,Female,False,"[['Samara', 'Pushkina', 81, 76]]"
Tatiana,Sokolov,2016-11-11,Male,False,"[['Moskva', 'Mira', 90, 437], ['Rostov-na-Donu', 'Krasnaya', 98, 52]]"
Aleksey,Ivanov,1968-07-24,Female,False,"[['Kazan', 'Sovetskaya', 188, 294]]"
Irina,Morozov,1989-11-05,Female,True,"[['Samara', 'Mira', 168, 188], ['Ekaterinburg', 'Lenina', 140, 413]]"
Sofia,Smirnov,2016-06-13,Male,False,"[['Moskva', 'Mira', 43, 373], ['Rostov-na-Donu', 'Moskovskaya', 136, 35]]"
Olga,Fedorov,2021-07-18,Female,False,"[['Moskva', 'Krasnaya', 121, 42], ['Omsk', 'Zhukova', 133, 210]]"
Sofia,Ivanov,2015-04-26,Male,False,"[['Sankt-Peterburg', 'Zhukova', 195, 459], ['Chelyabinsk', 'Zhukova', 47, 342]]"
Maria,Ivanov,2016-08-19,Male,False,"[['Samara', 'Kirova', 174, 56]]"
Vera,Petrov,2015-08-08,Male,False,"[['Nizhniy Novgorod', 'Pobedy', 50, 292]]"
Tatiana,Kozlov,2017-02-10,Male,True,"[['Kazan', 'Kirova', 29, 416], ['Samara', 'Krasnaya', 100, 219]]"
Maria,Lebedev,2014-09-01,Female,True,"[['Nizhniy Novgorod', 'Pushkina', 172, 391]]"
Sergey,Pavlov,2003-02-01,Female,False,"[['Moskva', 'Zhukova', 132, 161]]"
Aleksey,Mikhailov,2004-05-31,Male,False,"[['Nizhniy Novgorod', 'Pobedy', 85, 47]]"
Ekaterina,Egorov,2024-07-04,Male,False,"[['Ekaterinburg', 'Zhukova', 82, 201], ['Nizhniy Novgorod', 'Lenina', 69, 235]]"
Elena,Lebedev,2016-01-17,Male,False,"[['Novosibirsk', 'Sovetskaya', 68, 7], ['Ekaterinburg', 'Gagarina', 86, 288]]"
Vera,Volkov,2019-05-28,Male,True,"[['Rostov-na-Donu', 'Sovetskaya', 82, 202]]"
Irina,Vasiliev,1893-06-26,Female,False,"[['Samara', 'Zhukova', 103, 272], ['Nizhniy Novgorod', 'Kirova', 13, 205], ['Rostov-na-Donu', 'Kirova', 184, 466]]"
Aleksey,Lebedev,2002-11-11,Female,False,"[['Nizhniy Novgorod', 'Mira', 59, 476], ['Rostov-na-Donu', 'Moskovskaya', 196, 149], ['Kazan', 'Sovetskaya', 74, 281]]"
Tatiana,Lebedev,2021-01-14,Male,False,"[['Novosibirsk', 'Mira', 11, 419], ['Chelyabinsk', 'Pobedy', 123, 11], ['Moskva', 'Kirova', 196, 310]]"
Nikita,Alekseev,2020-03-08,Male,False,"[['Novosibirsk', 'Moskovskaya', 96, 486]]"
Mikhail,Novikov,2007-10-06,Male,False,"[['Moskva', 'Moskovskaya', 39, 314], ['Samara', 'Kirova', 187, 201], ['Chelyabinsk', 'Krasnaya', 78, 239]]"
Artem,Mikhailov,2022-08-27,Female,True,"[['Omsk', 'Zhukova', 113, 387], ['Ekaterinburg', 'Krasnaya', 80, 229]]"
Maria,Popov,1945-03-06,Female,False,"[['Sankt-Peterburg', 'Krasnaya', 120, 4], ['Omsk', 'Pushkina', 135, 305]]"
Anna,Vasiliev,2017-05-01,Male,True,"[['Omsk', 'Pushkina', 96, 1]]"
Irina,Lebedev,2014-03-16,Female,False,"[['Moskva', 'Mira', 170, 251], ['Samara', 'Kirova', 10, 140], ['Moskva', 'Moskovskaya', 85, 471]]"
Elena,Semenov,2013-03-23,Male,True,"[['Moskva', 'Pushkina', 73, 27], ['Rostov-na-Donu', 'Mira', 126, 41]]"
Olga,Kozlov,2019-09-17,Female,True,"[['Ekaterinburg', 'Sovetskaya', 181, 95], ['Rostov-na-Donu', 'Moskovskaya', 90, 435], ['Ekaterinburg', 'Sovetskaya', 87, 450]]"
Ivan,Fedorov,1999-03-03,Female,True,"[['Omsk', 'Krasnaya', 26, 210], ['Ekaterinburg', 'Moskovskaya', 147, 144]]"
Natalia,Petrov,1988-11-23,Male,True,"[['Chelyabinsk', 'Lenina', 9, 159], ['Nizhniy Novgorod', 'Zhukova', 4, 407]]"
Andrey,Kuznetsov,2010-10-15,Male,True,"[['Samara', 'Kirova', 101, 448], ['Rostov-na-Donu', 'Krasnaya', 55, 341], ['Moskva', 'Krasnaya', 29, 65]]"
Vera,Lebedev,2001-03-01,Male,True,"[['Ekaterinburg', 'Mira', 195, 427]]"
Mikhail,Egorov,2004-06-07,Male,True,"[['Omsk', 'Moskovskaya', 17, 418], ['Omsk', 'Pushkina', 7, 39]]"
Ekaterina,Novikov,1995-05-21,Female,True,"[['Ekaterinburg', 'Moskovskaya', 103, 450], ['Samara', 'Gagarina', 145, 376]]"
Anna,Smirnov,1974-12-12,Female,True,"[['Moskva', 'Gagarina', 29, 299]]"
Natalia,Pavlov,2022-08-08,Female,True,"[['Chelyabinsk', 'Moskovskaya', 142, 276]]"
Sergey,Popov,1955-07-19,Female,False,"[['Chelyabinsk', 'Gagarina', 65, 378], ['Chelyabinsk', 'Pobedy', 128, 29], ['Novosibirsk', 'Pobedy', 42, 49]]"
Sofia,Ivanov,2024-07-16,Male,True,"[['Omsk', 'Mira', 135, 488], ['Omsk', 'Pushkina', 41, 8], ['Kazan', 'Pushkina', 152, 217]]"
Irina,Fedorov,1993-02-18,Female,False,"[['Kazan', 'Krasnaya', 96, 244], ['Nizhniy Novgorod', 'Sovetskaya', 9, 235], ['Moskva', 'Gagarina', 157, 143]]"
Andrey,Vasiliev,2017-09-20,Female,False,"[['Rostov-na-Donu', 'Kirova', 125, 42], ['Chelyabinsk', 'Lenina', 188, 117]]"
Aleksey,Popov,2009-06-04,Female,False,"[['Novosibirsk', 'Pobedy', 194, 187]]"
